;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 8/1/2016 10:48:14 AM
;----------------------------------------------

;Address Opcode 	ASM
0x011C	0x2575      	ADDWF       __Lib_USB_genHID_BDTEntry_OutPtr+2, 0, 1
0x011E	0x6EE1      	MOVWF       FSR1L 
0x0120	0x0E00      	MOVLW       0
0x0122	0x2176      	ADDWFC      __Lib_USB_genHID_BDTEntry_OutPtr+3, 0, 1
0x0124	0x6EE2      	MOVWF       FSR1H 
0x0126	0x8CE6      	BSF         POSTINC1, 6 
;__Lib_USB_genHID.c,4498 :: 		
0x0128	0x0E18      	MOVLW       __Lib_USB_genHID_BDT+24
0x012A	0x6E4E      	MOVWF       __Lib_USB_genHID_BDTEntry_InPtr+2 
0x012C	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_BDT+24)
0x012E	0x6E4F      	MOVWF       __Lib_USB_genHID_BDTEntry_InPtr+3 
;__Lib_USB_genHID.c,4499 :: 		
0x0130	0xFFE1C04E  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+2, FSR1L
0x0134	0xFFE2C04F  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+3, FSR1H
0x0138	0x9EE6      	BCF         POSTINC1, 7 
;__Lib_USB_genHID.c,4500 :: 		
0x013A	0xFFE1C04E  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+2, FSR1L
0x013E	0xFFE2C04F  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+3, FSR1H
0x0142	0x9CE6      	BCF         POSTINC1, 6 
;__Lib_USB_genHID.c,4501 :: 		
0x0144	0x0E04      	MOVLW       4
0x0146	0x244E      	ADDWF       __Lib_USB_genHID_BDTEntry_InPtr+2, 0 
0x0148	0x6EE1      	MOVWF       FSR1L 
0x014A	0x0E00      	MOVLW       0
0x014C	0x204F      	ADDWFC      __Lib_USB_genHID_BDTEntry_InPtr+3, 0 
0x014E	0x6EE2      	MOVWF       FSR1H 
0x0150	0x8CE6      	BSF         POSTINC1, 6 
;__Lib_USB_genHID.c,4503 :: 		
0x0152	0x0E02      	MOVLW       2
0x0154	0x2575      	ADDWF       __Lib_USB_genHID_BDTEntry_OutPtr+2, 0, 1
0x0156	0x6EE1      	MOVWF       FSR1L 
0x0158	0x0E00      	MOVLW       0
0x015A	0x2176      	ADDWFC      __Lib_USB_genHID_BDTEntry_OutPtr+3, 0, 1
0x015C	0x6EE2      	MOVWF       FSR1H 
0x015E	0xFFE6C04A  	MOVFF       __Lib_USB_genHID_USB_Read_Buffer, POSTINC1
0x0162	0xFFE6C04B  	MOVFF       __Lib_USB_genHID_USB_Read_Buffer+1, POSTINC1
;__Lib_USB_genHID.c,4504 :: 		
0x0166	0x0E01      	MOVLW       1
0x0168	0x2575      	ADDWF       __Lib_USB_genHID_BDTEntry_OutPtr+2, 0, 1
0x016A	0x6EE1      	MOVWF       FSR1L 
0x016C	0x0E00      	MOVLW       0
0x016E	0x2176      	ADDWFC      __Lib_USB_genHID_BDTEntry_OutPtr+3, 0, 1
0x0170	0x6EE2      	MOVWF       FSR1H 
0x0172	0x0E40      	MOVLW       64
0x0174	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,4505 :: 		
0x0176	0xFFE9C075  	MOVFF       __Lib_USB_genHID_BDTEntry_OutPtr+2, FSR0L
0x017A	0xFFEAC076  	MOVFF       __Lib_USB_genHID_BDTEntry_OutPtr+3, FSR0H
0x017E	0xF000CFEE  	MOVFF       POSTINC0, R0
0x0182	0xFFE1C075  	MOVFF       __Lib_USB_genHID_BDTEntry_OutPtr+2, FSR1L
0x0186	0xFFE2C076  	MOVFF       __Lib_USB_genHID_BDTEntry_OutPtr+3, FSR1H
0x018A	0x0E40      	MOVLW       64
0x018C	0x1400      	ANDWF       R0, 0 
0x018E	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,4506 :: 		
0x0190	0xFFE9C075  	MOVFF       __Lib_USB_genHID_BDTEntry_OutPtr+2, FSR0L
0x0194	0xFFEAC076  	MOVFF       __Lib_USB_genHID_BDTEntry_OutPtr+3, FSR0H
0x0198	0xF000CFEE  	MOVFF       POSTINC0, R0
0x019C	0xFFE1C075  	MOVFF       __Lib_USB_genHID_BDTEntry_OutPtr+2, FSR1L
0x01A0	0xFFE2C076  	MOVFF       __Lib_USB_genHID_BDTEntry_OutPtr+3, FSR1H
0x01A4	0x0E88      	MOVLW       136
0x01A6	0x1000      	IORWF       R0, 0 
0x01A8	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,4507 :: 		
0x01AA	0xF050C075  	MOVFF       __Lib_USB_genHID_BDTEntry_OutPtr+2, __Lib_USB_genHID_USB_Out_Handle
0x01AE	0xF051C076  	MOVFF       __Lib_USB_genHID_BDTEntry_OutPtr+3, __Lib_USB_genHID_USB_Out_Handle+1
;__Lib_USB_genHID.c,4509 :: 		
0x01B2	0x0E04      	MOVLW       4
0x01B4	0x1975      	XORWF       __Lib_USB_genHID_BDTEntry_OutPtr+2, 0, 1
0x01B6	0x6E00      	MOVWF       R0 
0x01B8	0xF075C000  	MOVFF       R0, __Lib_USB_genHID_BDTEntry_OutPtr+2
;__Lib_USB_genHID.c,4524 :: 		
L_end_USB_CB_Init_EP:
0x01BC	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_CB_Init_EP
_Mul_16x16_U:
;__Lib_Math.c,440 :: 		
;__Lib_Math.c,447 :: 		
0x01BE	0x6A0B      	CLRF        R11, 0
;__Lib_Math.c,448 :: 		
0x01C0	0x6A0A      	CLRF        R10, 0
;__Lib_Math.c,449 :: 		
0x01C2	0x6A09      	CLRF        R9, 0
;__Lib_Math.c,450 :: 		
0x01C4	0x5000      	MOVF        R0, 0, 0
;__Lib_Math.c,451 :: 		
0x01C6	0x0204      	MULWF       R4, 0
;__Lib_Math.c,453 :: 		
0x01C8	0xF009CFF4  	MOVFF       PRODH, R9
;__Lib_Math.c,454 :: 		
0x01CC	0xF008CFF3  	MOVFF       PRODL, R8
;__Lib_Math.c,455 :: 		
0x01D0	0x5001      	MOVF        R1, 0, 0
;__Lib_Math.c,456 :: 		
0x01D2	0x0205      	MULWF       R5, 0
;__Lib_Math.c,458 :: 		
0x01D4	0xF00BCFF4  	MOVFF       PRODH, R11
;__Lib_Math.c,459 :: 		
0x01D8	0xF00ACFF3  	MOVFF       PRODL, R10
;__Lib_Math.c,460 :: 		
0x01DC	0x5000      	MOVF        R0, 0, 0
;__Lib_Math.c,461 :: 		
0x01DE	0x0205      	MULWF       R5, 0
;__Lib_Math.c,463 :: 		
0x01E0	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_Math.c,464 :: 		
0x01E2	0x2609      	ADDWF       R9, 1, 0
;__Lib_Math.c,465 :: 		
0x01E4	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_Math.c,466 :: 		
0x01E6	0x220A      	ADDWFC      R10, 1, 0
;__Lib_Math.c,467 :: 		
0x01E8	0x6AE8      	CLRF        WREG, 0
;__Lib_Math.c,468 :: 		
0x01EA	0x220B      	ADDWFC      R11, 1, 0
;__Lib_Math.c,469 :: 		
0x01EC	0x5001      	MOVF        R1, 0, 0
;__Lib_Math.c,470 :: 		
0x01EE	0x0204      	MULWF       R4, 0
;__Lib_Math.c,472 :: 		
0x01F0	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_Math.c,473 :: 		
0x01F2	0x2609      	ADDWF       R9, 1, 0
;__Lib_Math.c,474 :: 		
0x01F4	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_Math.c,475 :: 		
0x01F6	0x220A      	ADDWFC      R10, 1, 0
;__Lib_Math.c,476 :: 		
0x01F8	0x6AE8      	CLRF        WREG, 0
;__Lib_Math.c,477 :: 		
0x01FA	0x220B      	ADDWFC      R11, 1, 0
;__Lib_Math.c,479 :: 		
0x01FC	0xF000C008  	MOVFF       R8, R0
;__Lib_Math.c,480 :: 		
0x0200	0xF001C009  	MOVFF       R9, R1
;__Lib_Math.c,481 :: 		
0x0204	0xF002C00A  	MOVFF       R10, R2
;__Lib_Math.c,482 :: 		
0x0208	0xF003C00B  	MOVFF       R11, R3
;__Lib_Math.c,485 :: 		
L_end_Mul_16x16_U:
0x020C	0x0012      	RETURN      0
; end of _Mul_16x16_U
__Lib_USB_genHID_USB_Std_Feature_Req_Handler:
;__Lib_USB_genHID.c,3481 :: 		
;__Lib_USB_genHID.c,3487 :: 		
0x020E	0x0104      	MOVLB       4
0x0210	0x5122      	MOVF        1058, 0, 1
0x0212	0x0A01      	XORLW       1
0x0214	0xE10F      	BNZ         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler136
0x0216	0xF001C420  	MOVFF       __Lib_USB_genHID_SetupPkt, R1
0x021A	0x0E1F      	MOVLW       31
0x021C	0x1601      	ANDWF       R1, 1 
0x021E	0x5001      	MOVF        R1, 0 
0x0220	0x0A00      	XORLW       0
0x0222	0xE108      	BNZ         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler136
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler274:
;__Lib_USB_genHID.c,3488 :: 		
0x0224	0x8E47      	BSF         __Lib_USB_genHID_inPipes+3, 7 
;__Lib_USB_genHID.c,3489 :: 		
0x0226	0x5121      	MOVF        1057, 0, 1
0x0228	0x0A03      	XORLW       3
0x022A	0xE103      	BNZ         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler137
;__Lib_USB_genHID.c,3490 :: 		
0x022C	0x0E01      	MOVLW       1
0x022E	0x6E41      	MOVWF       __Lib_USB_genHID_RemoteWakeup 
0x0230	0xD001      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler138
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler137:
;__Lib_USB_genHID.c,3492 :: 		
0x0232	0x6A41      	CLRF        __Lib_USB_genHID_RemoteWakeup 
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler138:
;__Lib_USB_genHID.c,3493 :: 		
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler136:
;__Lib_USB_genHID.c,3496 :: 		
0x0234	0x5122      	MOVF        1058, 0, 1
0x0236	0x0A00      	XORLW       0
0x0238	0xA4D8      	BTFSS       STATUS, 2 
0x023A	0xD08B      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler141
0x023C	0xF001C420  	MOVFF       __Lib_USB_genHID_SetupPkt, R1
0x0240	0x0E1F      	MOVLW       31
0x0242	0x1601      	ANDWF       R1, 1 
0x0244	0x5001      	MOVF        R1, 0 
0x0246	0x0A02      	XORLW       2
0x0248	0xA4D8      	BTFSS       STATUS, 2 
0x024A	0xD083      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler141
;__Lib_USB_genHID.c,3497 :: 		
0x024C	0xF001C424  	MOVFF       1060, R1
0x0250	0x0E0F      	MOVLW       15
0x0252	0x1601      	ANDWF       R1, 1 
0x0254	0x5001      	MOVF        R1, 0 
0x0256	0x0A00      	XORLW       0
0x0258	0xB4D8      	BTFSC       STATUS, 2 
0x025A	0xD07B      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler141
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler273:
;__Lib_USB_genHID.c,3498 :: 		
0x025C	0x8E47      	BSF         __Lib_USB_genHID_inPipes+3, 7 
;__Lib_USB_genHID.c,3501 :: 		
0x025E	0xBF24      	BTFSC       1060, 7, 1
0x0260	0xD016      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler142
;__Lib_USB_genHID.c,3502 :: 		
0x0262	0xF003C424  	MOVFF       1060, R3
0x0266	0x0E0F      	MOVLW       15
0x0268	0x1603      	ANDWF       R3, 1 
0x026A	0xF000C003  	MOVFF       R3, R0
0x026E	0x0E00      	MOVLW       0
0x0270	0x6E01      	MOVWF       R1 
0x0272	0x3600      	RLCF        R0, 1 
0x0274	0x9000      	BCF         R0, 0 
0x0276	0x3601      	RLCF        R1, 1 
0x0278	0x0E73      	MOVLW       __Lib_USB_genHID_BDTEntry_OutPtr
0x027A	0x2400      	ADDWF       R0, 0 
0x027C	0x6EE9      	MOVWF       FSR0L 
0x027E	0x0E00      	MOVLW       hi_addr(__Lib_USB_genHID_BDTEntry_OutPtr)
0x0280	0x2001      	ADDWFC      R1, 0 
0x0282	0x6EEA      	MOVWF       FSR0H 
0x0284	0xF004CFEE  	MOVFF       POSTINC0, R4
0x0288	0xF005CFEE  	MOVFF       POSTINC0, R5
;__Lib_USB_genHID.c,3503 :: 		
0x028C	0xD015      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler143
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler142:
;__Lib_USB_genHID.c,3504 :: 		
0x028E	0xF003C424  	MOVFF       1060, R3
0x0292	0x0E0F      	MOVLW       15
0x0294	0x1603      	ANDWF       R3, 1 
0x0296	0xF000C003  	MOVFF       R3, R0
0x029A	0x0E00      	MOVLW       0
0x029C	0x6E01      	MOVWF       R1 
0x029E	0x3600      	RLCF        R0, 1 
0x02A0	0x9000      	BCF         R0, 0 
0x02A2	0x3601      	RLCF        R1, 1 
0x02A4	0x0E4C      	MOVLW       __Lib_USB_genHID_BDTEntry_InPtr
0x02A6	0x2400      	ADDWF       R0, 0 
0x02A8	0x6EE9      	MOVWF       FSR0L 
0x02AA	0x0E00      	MOVLW       hi_addr(__Lib_USB_genHID_BDTEntry_InPtr)
0x02AC	0x2001      	ADDWFC      R1, 0 
0x02AE	0x6EEA      	MOVWF       FSR0H 
0x02B0	0xF004CFEE  	MOVFF       POSTINC0, R4
0x02B4	0xF005CFEE  	MOVFF       POSTINC0, R5
;__Lib_USB_genHID.c,3505 :: 		
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler143:
;__Lib_USB_genHID.c,3508 :: 		
0x02B8	0x5121      	MOVF        1057, 0, 1
0x02BA	0x0A03      	XORLW       3
0x02BC	0xE107      	BNZ         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler144
;__Lib_USB_genHID.c,3510 :: 		
0x02BE	0xFFE1C004  	MOVFF       R4, FSR1L
0x02C2	0xFFE2C005  	MOVFF       R5, FSR1H
0x02C6	0x0E84      	MOVLW       132
0x02C8	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3511 :: 		
0x02CA	0xD043      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler145
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler144:
;__Lib_USB_genHID.c,3516 :: 		
0x02CC	0xF000C424  	MOVFF       1060, R0
0x02D0	0x0E0F      	MOVLW       15
0x02D2	0x1600      	ANDWF       R0, 1 
0x02D4	0x0E70      	MOVLW       UEP0
0x02D6	0x6E02      	MOVWF       R2 
0x02D8	0x0E0F      	MOVLW       hi_addr(UEP0)
0x02DA	0x6E03      	MOVWF       R3 
0x02DC	0x5000      	MOVF        R0, 0 
0x02DE	0x2602      	ADDWF       R2, 1 
0x02E0	0xB0D8      	BTFSC       STATUS, 0 
0x02E2	0x2A03      	INCF        R3, 1 
;__Lib_USB_genHID.c,3520 :: 		
0x02E4	0xFFE9C002  	MOVFF       R2, FSR0L
0x02E8	0xFFEAC003  	MOVFF       R3, FSR0H
0x02EC	0x0EFE      	MOVLW       254
0x02EE	0x14EE      	ANDWF       POSTINC0, 0 
0x02F0	0x6E00      	MOVWF       R0 
0x02F2	0xF001CFEE  	MOVFF       POSTINC0, R1
0x02F6	0x0EFF      	MOVLW       255
0x02F8	0x1601      	ANDWF       R1, 1 
0x02FA	0xFFE1C002  	MOVFF       R2, FSR1L
0x02FE	0xFFE2C003  	MOVFF       R3, FSR1H
0x0302	0xFFE6C000  	MOVFF       R0, POSTINC1
0x0306	0xFFE6C001  	MOVFF       R1, POSTINC1
;__Lib_USB_genHID.c,3522 :: 		
0x030A	0xAF24      	BTFSS       1060, 7, 1
0x030C	0xD011      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler146
;__Lib_USB_genHID.c,3528 :: 		
0x030E	0xFFE1C004  	MOVFF       R4, FSR1L
0x0312	0xFFE2C005  	MOVFF       R5, FSR1H
0x0316	0x6AE6      	CLRF        POSTINC1 
;__Lib_USB_genHID.c,3530 :: 		
0x0318	0x0E04      	MOVLW       4
0x031A	0x1804      	XORWF       R4, 0 
0x031C	0x6E00      	MOVWF       R0 
0x031E	0xF004C000  	MOVFF       R0, R4
;__Lib_USB_genHID.c,3531 :: 		
0x0322	0xFFE1C004  	MOVFF       R4, FSR1L
0x0326	0xFFE2C005  	MOVFF       R5, FSR1H
0x032A	0x0E40      	MOVLW       64
0x032C	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3535 :: 		
0x032E	0xD011      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler147
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler146:
;__Lib_USB_genHID.c,3543 :: 		
0x0330	0xFFE1C004  	MOVFF       R4, FSR1L
0x0334	0xFFE2C005  	MOVFF       R5, FSR1H
0x0338	0x0E88      	MOVLW       136
0x033A	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3545 :: 		
0x033C	0x0E04      	MOVLW       4
0x033E	0x1804      	XORWF       R4, 0 
0x0340	0x6E00      	MOVWF       R0 
0x0342	0xF004C000  	MOVFF       R0, R4
;__Lib_USB_genHID.c,3546 :: 		
0x0346	0xFFE1C004  	MOVFF       R4, FSR1L
0x034A	0xFFE2C005  	MOVFF       R5, FSR1H
0x034E	0x0EC8      	MOVLW       200
0x0350	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3551 :: 		
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler147:
;__Lib_USB_genHID.c,3552 :: 		
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler145:
;__Lib_USB_genHID.c,3554 :: 		
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler141:
;__Lib_USB_genHID.c,3555 :: 		
L_end_USB_Std_Feature_Req_Handler:
0x0352	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Std_Feature_Req_Handler
__Lib_USB_genHID_USB_CtrlTrf_Tx_Service:
;__Lib_USB_genHID.c,3843 :: 		
;__Lib_USB_genHID.c,3850 :: 		
0x0354	0x0E00      	MOVLW       0
0x0356	0x5C49      	SUBWF       __Lib_USB_genHID_inPipes+5, 0 
0x0358	0xE102      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service314
0x035A	0x0E08      	MOVLW       8
0x035C	0x5C48      	SUBWF       __Lib_USB_genHID_inPipes+4, 0 
L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service314:
0x035E	0xE210      	BC          L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service176
;__Lib_USB_genHID.c,3851 :: 		
0x0360	0xF003C048  	MOVFF       __Lib_USB_genHID_inPipes+4, R3
0x0364	0xF004C049  	MOVFF       __Lib_USB_genHID_inPipes+5, R4
;__Lib_USB_genHID.c,3853 :: 		
0x0368	0x5052      	MOVF        __Lib_USB_genHID_shortPacketStatus, 0 
0x036A	0x0A00      	XORLW       0
0x036C	0xE103      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service177
;__Lib_USB_genHID.c,3854 :: 		
0x036E	0x0E01      	MOVLW       1
0x0370	0x6E52      	MOVWF       __Lib_USB_genHID_shortPacketStatus 
;__Lib_USB_genHID.c,3855 :: 		
0x0372	0xD005      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service178
L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service177:
